# name;mass;orbital_period;discovered;radius;semi_major_axis;star_distance;star_teff;method;star_name
HD 50554 b;;1293.0;2002;;2.41;31.03;5902.0;Radial Velocity;HD 50554
HD 51608 b;;14.071;2011;;0.10805;34.8;;Radial Velocity;HD 51608
HD 51608 c;;95.87;2011;;0.38833;34.8;;Radial Velocity;HD 51608
HD 52265 b;;119.27;2000;;0.52;28.0;6159.0;Radial Velocity;HD 52265
HD 5278 b;0.0245;14.33902;2021;0.2186;0.12;56.12;6203.0;Primary Transit;HD 5278
HD 5278 c;;40.87;2021;;0.2416;56.12;6203.0;Radial Velocity;HD 5278
HD 5319 b;;675.0;2007;;1.75;100.0;5052.0;Radial Velocity;HD 5319
HD 5319 c;;886.0;2016;;2.071;100.0;5052.0;Radial Velocity;HD 5319
HD 5388 b;69.0;777.0;2009;;1.76;53.0;6297.0;Default;HD 5388
HD 5433 b;;576.6;2021;;1.37;62.4;;Radial Velocity;HD 5433
HD 55696 b;;1827.0;2018;;3.18;72.0;;Radial Velocity;HD 55696
HD 5583 b;;139.35;2016;;0.53;221.0;4830.0;Radial Velocity;HD 5583
HD 5608 b;;779.9;2012;1.222;1.911;58.2;4877.0;Radial Velocity;HD 5608
HD 564 b;;492.3;2014;;1.2;54.0;5902.0;Radial Velocity;HD 564
HD 5891 b;;177.11;2011;;0.76;251.0;4907.0;Radial Velocity;HD 5891
HD 59686 A b;;299.36;2003;;1.086;96.8;4658.0;Radial Velocity;HD 59686 A
HD 60292 b;;495.4;2020;;1.5;318.5;4348.0;Radial Velocity;HD 60292
HD 60532 b;9.21;201.83;2008;;0.77;25.7;6095.0;Radial Velocity;HD 60532
HD 60532 c;21.81;607.06;2008;;1.58;25.7;6095.0;Radial Velocity;HD 60532
HD 62509 b;;589.64;2006;;1.69;10.34;4666.0;Radial Velocity;HD 62509
HD 63433 b;;7.10793;2020;0.1918;0.0719;22.42;5640.0;Primary Transit;HD 63433
HD 63433 c;;20.5456;2020;0.2418;0.1458;22.42;5640.0;Primary Transit;HD 63433
HD 63454 b;;2.81747;2005;1.06;0.036;35.8;4841.0;Radial Velocity;HD 63454
HD 63765 b;;358.0;2009;;0.949;32.6;5432.0;Radial Velocity;HD 63765
HD 63935 b;0.034;9.058811;2021;0.2668;;48.8;5534.0;Primary Transit;HD 63935
HD 63935 c;0.0349;21.4023;2021;0.259;;48.8;5534.0;Primary Transit;HD 63935
HD 64114 b;;45.791;2019;;0.246;31.56;5676.0;Radial Velocity;HD 64114
HD 6434 b;;21.998;2000;;0.14;40.32;5835.0;Radial Velocity;HD 6434
HD 65216 A b;;577.6;2003;;1.301;34.3;5666.0;Radial Velocity;HD 65216 A
HD 65216 A c;;5370.0;2011;;5.75;34.3;5666.0;Radial Velocity;HD 65216 A
HD 66141 b;;480.5;2012;;1.2;80.9;4305.0;Radial Velocity;HD 66141
HD 66428 b;;1973.0;2006;;3.18;55.0;5752.0;Radial Velocity;HD 66428
HD 66428 c;;39000.0;2021;;23.0;55.0;5752.0;Radial Velocity;HD 66428
HD 67087 b;;352.2;2015;;1.08;88.8;6330.0;Radial Velocity;HD 67087
HD 67087 c;;2374.0;2015;;3.86;88.8;6330.0;Radial Velocity;HD 67087
HD 6718 b;;2496.0;2009;;3.56;55.9;5745.0;Radial Velocity;HD 6718
HD 68402 b;;1103.0;2016;;2.18;78.0;5950.0;Radial Velocity;HD 68402
HD 68988 b;;6.2771;2001;;0.0704;58.0;5767.0;Radial Velocity;HD 68988
HD 68988 c;15.0;12700.0;2006;;13.2;58.0;5767.0;Radial Velocity;HD 68988
HD 69830 b;0.1427;8.6682;2006;;0.0785;12.6;5385.0;Radial Velocity;HD 69830
HD 69830 c;0.1649;31.601;2006;;0.186;12.6;5385.0;Radial Velocity;HD 69830
HD 69830 d;0.2529;200.57;2006;;0.63;12.6;5385.0;Radial Velocity;HD 69830
HD 70642 b;;2231.0;2003;;3.3;28.8;5670.0;Radial Velocity;HD 70642
HD 7199 b;;615.0;2011;;1.36;36.0;5386.0;Radial Velocity;HD 7199
HD 72490 b;;858.0;2018;1.218;1.88;124.22;4934.0;Radial Velocity;HD 72490
HD 72659 b;;3658.0;2002;;4.74;49.8;5926.0;Radial Velocity;HD 72659
HD 72892 b;;39.475;2016;;0.228;72.78;5688.0;Radial Velocity;HD 72892
HD 73267 b;;1260.0;2008;;2.198;54.91;5317.0;Radial Velocity;HD 73267
HD 73526 b;;188.9;2002;;0.65;99.0;5590.0;Radial Velocity;HD 73526
HD 73526 c;;379.1;2006;;1.03;99.0;5590.0;Radial Velocity;HD 73526
HD 73534 b;;1800.0;2009;;3.15;96.99;4952.0;Radial Velocity;HD 73534
HD 73583 b;0.031;6.3980416;2021;0.2525;0.0601;31.6;4511.0;Primary Transit;HD 73583
HD 73583 c;0.0302;18.8797;2021;0.2114;0.1236;31.6;4511.0;Primary Transit;HD 73583
HD 74156 b;;51.6385;2003;;0.2916;64.56;5960.0;Radial Velocity;HD 74156
HD 74156 c;;2448.9;2003;;3.82;64.56;5960.0;Radial Velocity;HD 74156
HD 7449 A b;;1255.5;2011;;2.38;39.0;6024.0;Radial Velocity;HD 7449 A
HD 7449 A c;;15441.0;2011;;12.7;39.0;6024.0;Radial Velocity;HD 7449 A
HD 75289 b;;3.50928;1999;1.03;0.046;28.94;6120.0;Radial Velocity;HD 75289
HD 75784 b;;341.7;2014;;1.073;68.7;4917.0;Primary Transit;HD 75784
HD 75784 c;;5040.0;2015;;6.5;68.7;4917.0;Primary Transit;HD 75784
HD 75898 b;;418.2;2007;;1.19;80.58;6021.0;Radial Velocity;HD 75898
HD 76700 b;;3.97101;2002;0.99;0.049;59.7;5726.0;Radial Velocity;HD 76700
HD 76920 b;;415.89;2017;;1.187;184.8;4698.0;Radial Velocity;HD 76920
HD 77065 b;;119.1135;2016;;0.438;31.7;4990.0;Radial Velocity;HD 77065
HD 77338 b;;5.7561;2012;;0.0614;40.75;5370.0;Radial Velocity;HD 77338
HD 79211 b;;24.45;2020;;0.141;6.334;4005.0;Radial Velocity;HD 79211
HD 7924 b;;5.39792;2009;1.05;0.05664;16.8;5177.0;Radial Velocity;HD 7924
HD 7924 c;;15.299;2015;;0.1134;16.8;5177.0;Radial Velocity;HD 7924
HD 7924 d;;24.451;2015;;0.1551;16.8;5177.0;Radial Velocity;HD 7924
HD 79498 b;;1966.0;2012;;3.13;49.0;5740.0;Radial Velocity;HD 79498
HD 80606 b;3.94;111.43637;2001;0.921;0.449;58.4;5645.0;Primary Transit;HD 80606
HD 80653 b;0.01762;0.719573;2020;0.144;0.0166;109.86;5950.0;Primary Transit;HD 80653
HD 80869 b;;1711.7;2021;;2.878;85.6;58.37;Radial Velocity;HD 80869
HD 81040 b;;1001.7;2005;;1.94;32.56;5700.0;Radial Velocity;HD 81040
HD 81688 b;;184.02;2008;;0.66;88.26;4753.0;Radial Velocity;HD 81688
HD 81817 b;;1047.1;2020;;3.3;269.0;4140.0;Radial Velocity;HD 81817
HD 82886 b;;705.0;2011;;1.65;125.0;5112.0;Radial Velocity;HD 82886
HD 82943 b;14.5;442.4;2003;;1.19;27.46;5874.0;Radial Velocity;HD 82943
HD 82943 c;14.39;219.3;2003;;0.746;27.46;5874.0;Radial Velocity;HD 82943
HD 82943 d;;1078.0;2013;;2.145;27.46;5874.0;Radial Velocity;HD 82943
HD 8326 b;;159.0;2019;;0.533;30.71;4914.0;Radial Velocity;HD 8326
HD 83443 b;;2.98572;2002;1.04;0.0406;43.54;5460.0;Radial Velocity;HD 83443
HD 8535 b;;1313.0;2009;;2.45;52.5;6136.0;Radial Velocity;HD 8535
HD 85390 b;;799.52;2009;;1.373;33.96;5186.0;Radial Velocity;HD 85390
HD 85512 b;;58.43;2011;;0.26;11.15;4715.0;Radial Velocity;HD 85512
HD 85628 A b;3.1;2.82406;2019;1.53;0.047;171.54;7800.0;Primary Transit;HD 85628 A
HD 8574 b;;227.55;2003;;0.77;44.2;6080.0;Radial Velocity;HD 8574
HD 86081 A b;;1.99809;2006;1.08;0.039;91.0;6028.0;Radial Velocity;HD 86081 A
HD 86226 b;;1628.0;2010;;2.73;42.48;;Radial Velocity;HD 86226
HD 86264 b;;1475.0;2009;;2.86;72.6;6210.0;Radial Velocity;HD 86264
HD 8673 A b;;1634.0;2010;;3.02;38.25;6472.0;Radial Velocity;HD 8673 A
HD 86950 b;;1270.0;2016;;2.72;169.0;4805.0;Radial Velocity;HD 86950
HD 87646 A b;;13.481;2016;;0.117;;5770.0;Radial Velocity;HD 87646 A
HD 87646 A c;;674.0;2016;;1.58;;5770.0;Radial Velocity;HD 87646 A
HD 87883 b;81.9;2754.0;2009;;3.6;18.1;4980.0;Radial Velocity;HD 87883
HD 88133 b;;3.41566;2004;1.0;0.047;74.5;5494.0;Radial Velocity;HD 88133
HD 89307 b;;2199.0;2004;;3.34;30.9;5950.0;Radial Velocity;HD 89307
HD 89345 b;0.1123;11.81399;2018;0.612;0.105;126.6;5609.0;Primary Transit;HD 89345
HD 89744 b;10.32;256.78;2000;;0.917;40.0;6196.0;Radial Velocity;HD 89744
HD 89744 c;;6974.0;2013;;8.3;40.0;6196.0;Radial Velocity;HD 89744
HD 90156 b;;49.77;2009;;0.25;39.6;5599.0;Radial Velocity;HD 90156
HD 91669 b;;497.5;2008;;1.205;71.725;5185.0;Radial Velocity;HD 91669
HD 9174 b;;1179.0;2016;;2.2;78.93;5577.0;Radial Velocity;HD 9174
HD 92788 b;27.02;325.8;2000;;0.97;32.82;5744.0;Radial Velocity;HD 92788
HD 92788 c;;11611.3;2013;;10.5;32.82;5744.0;Radial Velocity;HD 92788
HD 92987 b;;10790.0;2019;;9.75;43.66;5779.0;Radial Velocity;HD 92987
HD 93083 b;;143.58;2005;;0.477;28.9;4995.0;Radial Velocity;HD 93083
HD 93385 A b;;7.3426;2021;;0.0756;42.2;;Radial Velocity;HD 93385 A
HD 93385 A c;;13.18;2011;;0.112;42.2;;Radial Velocity;HD 93385 A
HD 93385 A d;;46.025;2011;;0.257;42.2;;Radial Velocity;HD 93385 A
HD 9446 b;;30.0608;2010;;0.1892;53.0;5793.0;Radial Velocity;HD 9446
HD 9446 c;;189.6;2010;;0.646;53.0;5793.0;Radial Velocity;HD 9446
HD 94834 b;;1576.0;2018;1.242;2.74;81.0;4798.0;Radial Velocity;HD 94834
HD 33632 A b;50.0;39082.0;2020;;23.6;26.56;;Imaging;HD 33632 A
HD 95089 b;;507.0;2010;;1.51;139.0;5002.0;Radial Velocity;HD 95089
HD 95089 c;;1860.0;2010;;;139.0;5002.0;Radial Velocity;HD 95089
HD 95127 b;;482.0;2015;;1.28;300.0;4218.0;Radial Velocity;HD 95127
HD 95338 b;0.12406;55.086;2020;0.3551;0.231;36.9;5212.0;Primary Transit;HD 95338
HD 95544 b;;2172.0;2021;;3.386;88.02;5722.0;Radial Velocity;HD 95544
HD 9578 b;;494.0;2009;;;57.24;;Radial Velocity;HD 9578
HD 95872 b;;4375.0;2015;;5.2;72.3704;5312.0;Radial Velocity;HD 95872
HD 96063 b;;361.1;2011;;0.99;158.0;5148.0;Radial Velocity;HD 96063
HD 96127 b;;647.3;2011;;1.4;540.0;4152.0;Radial Velocity;HD 96127
HD 96167 b;;498.9;2009;;1.3;84.0;5770.0;Radial Velocity;HD 96167
HD 96700 b;;8.1245;2011;;0.0777;25.6;;Radial Velocity;HD 96700
HD 96700 c;;19.88;2021;;0.141;25.6;;Radial Velocity;HD 96700
HD 96700 d;;103.5;2011;;0.424;25.6;;Radial Velocity;HD 96700
HD 96992 b;;514.0;2021;;1.24;;4725.0;Radial Velocity;HD 96992
HD 3651B;53.0;;2006;0.8;476.0;11.0;5173.0;Imaging;HD 3651
HD 97619 b;;665.9;2018;;1.6;213.0;4355.0;Radial Velocity;HD 97619
HD 97658 b;0.02457;9.489295;2010;0.20047;0.08;21.1;5170.0;Primary Transit;HD 97658
HD 98219 b;;436.9;2011;;1.23;134.0;4992.0;Radial Velocity;HD 98219
HD 95086 b;2.6;;2013;;61.7;90.4;7550.0;Imaging;HD 95086
HD 98649 b;;6023.0;2011;;6.57;40.3;5790.0;Radial Velocity;HD 98649
HD 98736 b;;968.8;2018;;1.864;31.0;5544.0;Radial Velocity;HD 98736
HD 99109 b;;439.3;2006;;1.105;60.5;5272.0;Radial Velocity;HD 99109
HD 99492 b;;17.054;2004;;0.123;18.0;4740.0;Radial Velocity;HD 99492
HD 99706 b;;868.0;2011;;2.14;129.0;4932.0;Radial Velocity;HD 99706
HD 99706 c;;1123.0;2010;;;129.0;4932.0;Radial Velocity;HD 99706
HD108236 b;;3.79523;2020;0.14149;0.0469;64.6;5720.0;Primary Transit;HD108236
HD108236 c;;6.2037;2020;0.1845;0.651;64.6;5720.0;Primary Transit;HD108236
HD108236 d;;14.17555;2020;0.2427;0.1131;64.6;5720.0;Primary Transit;HD108236
HD108236 e;;19.5917;2020;0.2783;0.14;64.6;5720.0;Primary Transit;HD108236
HD 97334 b;53.0;;2001;;2620.0;22.6538;;Imaging;HD 97334
HIP 105854 b;;184.2;2014;;0.655;80.84;4780.0;Radial Velocity;HIP 105854
HIP 107772 b;;55.19;2020;;0.243;23.66;;Radial Velocity;HIP 107772
HIP 107773 b;;144.3;2015;;0.72;106.0;4945.0;Radial Velocity;HIP 107773
HIP 109384 b;;499.48;2016;;1.134;56.2;5180.0;Radial Velocity;HIP 109384
HIP 109600 b;;232.08;2016;;0.706;58.6;5530.0;Radial Velocity;HIP 109600
HIP 114933 b;;1481.6;2020;;2.84;102.06;4824.0;Radial Velocity;HIP 114933
HIP 116454 b;0.0372;9.1265;2014;0.226;0.098;55.2;5089.0;Primary Transit;HIP 116454
HIP 11915 b;;3830.0;2015;;4.8;57.3;5760.0;Radial Velocity;HIP 11915
HIP 12961 b;;57.435;2009;;0.13;23.0;;Radial Velocity;HIP 12961
HIP 14810 b;;6.673855;2006;;0.0692;52.9;5485.0;Radial Velocity;HIP 14810
HIP 14810 c;;147.73;2006;;0.545;52.9;5485.0;Radial Velocity;HIP 14810
HIP 14810 d;;962.0;2009;;1.89;52.9;5485.0;Radial Velocity;HIP 14810
HIP 3206 b;;1211.0;2021;;2.108;;;Radial Velocity;HIP 3206
HIP 35173 b;;41.516;2019;;0.217;33.19;4881.0;Radial Velocity;HIP 35173
HIP 36985 b;;8500.0;2019;;7.0;14.07;;Radial Velocity;HIP 36985
HIP 38594 b;;60.722;2020;;0.256;17.798;;Radial Velocity;HIP 38594
HIP 38594 c;;3477.8;2020;;3.805;17.798;;Radial Velocity;HIP 38594
HD 984 b;61.0;;2017;;28.0;47.1;6315.0;Imaging;HD 984
HIP 41378 b;;15.5712;2016;0.26;;116.0;6199.0;Primary Transit;HIP 41378
HIP 41378 c;;31.6978;2016;0.228;;116.0;6199.0;Primary Transit;HIP 41378
HIP 41378 d;;156.0;2016;0.353;;116.0;6199.0;Primary Transit;HIP 41378
HIP 41378 e;;131.0;2016;0.4916;;116.0;6199.0;Primary Transit;HIP 41378
HIP 41378 f;;324.0;2016;0.91;;116.0;6199.0;Primary Transit;HIP 41378
HIP 41378 g;;62.06;2019;;0.3227;116.0;6199.0;Radial Velocity;HIP 41378
HIP 4845 b;;34.15;2020;;0.176;21.11;;Radial Velocity;HIP 4845
HIP 48714 b;;17.818;2020;;0.112;10.533;;Radial Velocity;HIP 48714
HIP 5158 b;;345.63;2009;;0.89;45.0;4962.0;Radial Velocity;HIP 5158
HIP 5158 c;;9018.0;2010;;7.7;45.0;4962.0;Radial Velocity;HIP 5158
HIP 54373 b;;7.76;2019;;0.063;18.73;4021.0;Radial Velocity;HIP 54373
HIP 54373 c;;15.144;2019;;0.099;18.73;4021.0;Radial Velocity;HIP 54373
HIP 56640 b;;2574.9;2020;;3.73;122.76;4769.0;Radial Velocity;HIP 56640
HIP 57050 b;;41.38;2010;;0.166;11.02;3358.0;Radial Velocity;HIP 57050
HIP 57050 c;;532.635;2017;;0.91;11.02;3358.0;Radial Velocity;HIP 57050
HIP 57274 b;;8.1352;2011;;0.07;25.92;4640.0;Radial Velocity;HIP 57274
HIP 57274 c;;32.03;2011;;0.178;25.92;4640.0;Radial Velocity;HIP 57274
HIP 57274 d;;431.7;2011;;1.01;25.92;4640.0;Radial Velocity;HIP 57274
HIP 63242 b;;124.6;2013;;0.565;135.0;;Radial Velocity;HIP 63242
HII 1348 b;59.0;;2012;;138.0;127.0;;Imaging;HII 1348
HIP 65407 b;;28.125;2016;;0.177;16.74;5460.0;Radial Velocity;HIP 65407
HIP 65407 c;;67.3;2016;;0.316;16.74;5460.0;Radial Velocity;HIP 65407
HIP 38939 B;38.0;;2012;;1630.0;18.4839;4683.0;Imaging;HIP 38939 A
HIP 65A b;3.213;0.9809734;2020;2.03;0.01782;61.89;4590.0;Primary Transit;HIP 65A
HIP 67522 b;5.0;6.959503;2020;0.8984;;127.27;56.75;Primary Transit;HIP 67522
HIP 67537 b;;2592.5;2016;;4.96;112.6;4985.0;Radial Velocity;HIP 67537
HIP 67851 b;;88.9;2014;;0.46;65.96;4890.0;Radial Velocity;HIP 67851
HIP 67851 c;;2131.8;2015;;3.82;65.96;4890.0;Radial Velocity;HIP 67851
HIP 68468 b;;1.8372;2016;;0.029743;87.8;5857.0;Radial Velocity;HIP 68468
HIP 68468 c;;194.0;2016;;0.665;87.8;5857.0;Radial Velocity;HIP 68468
HIP 70849 b;;10000.0;2009;;10.0;24.0;4105.0;Radial Velocity;HIP 70849
HIP 71135 b;;87.19;2019;;0.335;32.36;4146.0;Radial Velocity;HIP 71135
HIP 64892 b;33.0;;2018;;159.0;125.0;10400.0;Imaging;HIP 64892
HIP 65426 b;9.9;;2017;1.5;110.0;109.2;8840.0;Imaging;HIP 65426
HIP 73990 b;21.0;;2015;;20.0;125.0;7450.0;Imaging;HIP 73990
HIP 74890 b;;822.3;2016;;2.1;91.6;4850.0;Radial Velocity;HIP 74890
HIP 73990 c;22.0;;2015;;32.0;125.0;7450.0;Imaging;HIP 73990
HIP 75092 b;;926.4;2021;;2.02;81.86;48.91;Radial Velocity;HIP 75092
HIP 75458 b;16.4;510.855;2002;;1.448;31.5;4445.0;Radial Velocity;HIP 75458
HIP 75458 c;17.0;24840.0;2021;;19.4;31.5;4445.0;Radial Velocity;HIP 75458
HIP 77257 b;;15.5083;2021;;0.1238;;;Radial Velocity;HIP 77257
HIP 74865 b;28.0;;2015;;23.0;115.0;6640.0;Imaging;HIP 74865
HIP 75056 b;25.0;47500.0;2020;2.0;30.0;;;Imaging;HIP 75056
HIP 77900 b;34.0;;2013;1.76;3200.0;;13700.0;Imaging;HIP 77900
HIP 79431 b;;111.7;2010;;0.36;14.4;3191.0;Radial Velocity;HIP 79431
HIP 8541 b;;1560.0;2016;;2.8;169.0;4670.0;Radial Velocity;HIP 8541
HIP 89474 b;;15.1479;2021;;0.1192;;;Radial Velocity;HIP 89474
HIP 90988 b;;453.9;2020;;1.26;94.29;4884.0;Radial Velocity;HIP 90988
HIP 91258 b;;5.0505;2013;;0.057;44.9;5519.0;Radial Velocity;HIP 91258
HIP 97166 b;0.063;10.28891;2021;0.2444;0.089;66.08;5198.0;Primary Transit;HIP 97166
HIP 97166 c;;16.84;2021;;0.124;66.08;5198.0;Radial Velocity;HIP 97166
HIP 97233 b;;1058.8;2014;;2.55;106.5;5020.0;Radial Velocity;HIP 97233
HIP 78530 b;28.0;;2011;1.83;710.0;156.7;10500.0;Imaging;HIP 78530
HIP 79098 (AB) b;20.5;;2019;;345.0;146.3;;Imaging;HIP 79098 (AB)
HN Peg b;16.0;;2007;1.1;795.0;18.4;;Imaging;HN Peg
HR 5183 b;;27400.0;2019;;18.0;31.49;5794.0;Radial Velocity;HR 5183
HR 2562 b;26.0;;2016;;20.3;33.63;;Imaging;HR 2562
HR 3549 b;45.0;;2015;;80.0;92.5;10207.0;Imaging;HR 3549
HR 810 b;;320.1;1999;;0.925;17.17;5997.0;Radial Velocity;HR 810
HR 858 b;;3.58599;2019;0.18601;0.048;32.0;6201.0;Primary Transit;HR 858
HR 858 c;;5.97293;2019;0.17299;0.074;32.0;6201.0;Primary Transit;HR 858
HR 858 d;;11.23;2019;0.19306;0.1027;32.0;6201.0;Primary Transit;HR 858
HR 7329 B;35.0;;2000;;;48.0;;Imaging;HR 7329
HR 7672 b;61.5;;2002;;14.0;17.72;;Imaging;HR 7672
HR 8799 b;7.0;164250.0;2008;1.2;68.0;39.4;;Imaging;HR 8799
HR 8799 c;8.3;82145.0;2008;1.3;42.9;39.4;;Imaging;HR 8799
HW Vir (AB) b;39.0;9750.0;2008;1.0;4.69;181.0;;Timing;HW Vir (AB)
HW Vir (AB) c;40.0;17000.0;2008;2.0;12.8;181.0;;Default;HW Vir (AB)
IC 4651 9122 b;;734.0;2018;;2.038;;;Radial Velocity;IC 4651 9122
HR 8799 d;8.3;41054.0;2008;1.2;27.0;39.4;;Imaging;HR 8799
J1433 b;57.1;0.054;2016;;;;13200.0;Primary Transit;J1433
K0I-1783 b;0.2234;134.4786723;2017;0.7904;0.5187;887.81;5922.0;Primary Transit;KOI-1783
K0I-1783 c;0.0472;284.060953;2017;0.4853;0.8539;887.81;5922.0;TTV;KOI-1783
K2-10 b;0.08495;19.3044;2015;0.343;;274.48;5620.0;Primary Transit;K2-10
K2-100 b;;1.673833;2016;0.32;0.0296;190.04;6168.0;Primary Transit;K2-100
K2-101 b;;14.677286;2016;0.178;;189.33;4819.0;Primary Transit;K2-101
K2-102 b;;9.915615;2016;0.116;;189.17;4695.0;Primary Transit;K2-102
K2-104 b;;1.974238;2016;0.175;0.023;190.21;3546.46;Primary Transit;K2-104
K2-105 b;0.094;8.267704;2017;0.301;0.0796;199.28;5464.0;Primary Transit;K2-105
K2-107 b;0.84;3.313959;2017;1.426;0.0475;696.95;6061.0;Primary Transit;K2-107
K2-108 b;0.187;4.733999;2017;0.476;0.0581;484.99;5599.0;Primary Transit;K2-108
K2-11 b;;39.93767;2015;0.674;0.2257;332.46;5433.0;Primary Transit;K2-11
K2-110 b;0.0525;13.86387;2017;0.228;0.1027;116.84;4950.0;Primary Transit;K2-110
K2-111 b;0.01664;5.3518;2017;0.162;0.057;201.7;5775.0;Primary Transit;K2-111
K2-111 c;;15.6785;2020;;0.1166;201.7;5775.0;Radial Velocity;K2-111
K2-113 b;1.28;5.817685;2017;1.083;0.0642;649.75;5660.0;Primary Transit;K2-113
K2-114 b;1.85;11.391013;2017;0.952;0.0954;484.8;5044.0;Primary Transit;K2-114
K2-116 b;;4.655411;2017;0.062;0.048;49.46;4348.35;Primary Transit;K2-116
K2-117 b;;1.2916;2017;0.181;0.0189;101.95;3778.0;Primary Transit;K2-117
K2-117 c;;5.444017;2017;0.184;0.0492;101.95;3778.0;Primary Transit;K2-117
K2-118 b;;50.92092;2017;0.227;0.245;324.7;4726.29;Primary Transit;K2-118
K2-119 b;;7.727283;2017;0.226;0.0698;369.66;4740.0;Primary Transit;K2-119
K2-12 b;;8.28212;2015;0.208;0.0802;329.36;5800.0;Primary Transit;K2-12
K2-120 b;;9.562742;2017;0.179;0.078;289.54;4349.9;Primary Transit;K2-120
K2-121 b;;5.185761;2017;0.669;0.0525;170.37;4551.0;Primary Transit;K2-121
K2-122 b;;2.219282;2017;0.108;0.0285;72.19;4027.0;Primary Transit;K2-122
K2-123 b;;30.951524;2017;0.246;0.1649;162.36;4035.0;Primary Transit;K2-123
K2-124 b;0.033;6.413651;2017;0.259;0.049;140.4;3570.0;Primary Transit;K2-124
K2-125 b;;21.750264;2017;0.194;0.121;124.6;3654.47;Primary Transit;K2-125
K2-126 b;;7.385655;2017;0.176;0.0656;103.29;4339.0;Primary Transit;K2-126
K2-127 b;;3.588163;2017;0.747;0.0411;723.97;4575.0;Primary Transit;K2-127
K2-128 b;;5.675819;2017;0.127;0.056;115.01;4469.51;Primary Transit;K2-128
K2-129 b;;8.239493;2017;0.093;0.057;27.82;3459.09;Primary Transit;K2-129
K2-13 b;;39.91488;2015;0.169;0.2114;345.76;5698.0;Primary Transit;K2-13
K2-130 b;;2.49412;2017;0.112;0.032;118.41;4356.47;Primary Transit;K2-130
K2-131 b;;0.36931;2017;0.152;0.0095;153.7;5245.0;Primary Transit;K2-131
K2-132 b;0.49;9.1751;2017;1.3;0.0916;620.41;4840.0;Primary Transit;K2-132
K2-133 b;0.0069;3.07133;2017;0.12;0.03194;75.2;3655.0;Primary Transit;K2-133
K2-133 c;0.01;4.86784;2017;0.143;0.04341;75.2;3655.0;Primary Transit;K2-133
K2-133 d;0.026;11.02454;2017;0.179;0.07487;75.2;3655.0;Primary Transit;K2-133
K2-136 b;;7.975292;2017;0.088;;59.35;4499.0;Primary Transit;K2-136
K2-136 c;;17.307137;2017;0.26;;59.35;4499.0;Primary Transit;K2-136
K2-136 d;;25.575065;2017;0.129;;59.35;4499.0;Primary Transit;K2-136
K2-137 b;0.5;0.179715;2017;0.079;0.0058;99.15;3492.0;Primary Transit;K2-137
K2-138 b;0.0098;2.35322;2017;0.14;0.0338;183.0;5378.0;Primary Transit;K2-138
K2-138 c;0.0198;3.55987;2017;0.225;0.04454;183.0;5378.0;Primary Transit;K2-138
K2-138 d;0.0249;5.40478;2017;0.237;0.05883;183.0;5378.0;Primary Transit;K2-138
K2-138 e;0.0409;8.26144;2017;0.294;0.07807;183.0;5378.0;Primary Transit;K2-138
K2-138 f;0.005;12.75759;2017;0.251;0.1043;183.0;5378.0;Primary Transit;K2-138
K2-138 g;0.0135;41.96797;2018;0.2688;0.231;183.0;5378.0;Primary Transit;K2-138
K2-139 b;0.381;28.380619;2017;0.813;0.1796;154.6;5370.0;Primary Transit;K2-139
K2-14 b;;8.36802;2015;0.429;0.0627;367.72;3789.0;Primary Transit;K2-14
K2-140 b;0.93;6.56918;2017;1.093;0.0687;341.6;5705.0;Primary Transit;K2-140
K2-141 b;0.01598;0.2803244;2018;0.135;;61.0;4599.0;Primary Transit;K2-141 
K2-141 c;0.02328;7.7485;2018;0.624;;61.0;4599.0;Primary Transit;K2-141 
K2-146 b;0.01816;2.6446;2018;0.183;0.027;79.31;3385.0;Primary Transit;K2-146
K2-146 c;0.02358;4.00498;2019;0.195;0.034;79.31;3385.0;Primary Transit;K2-146
K2-147 b;;0.961917;2018;0.123;0.0159;88.0;3672.0;Primary Transit;K2-147
K2-148 b;;4.38395;2018;0.119;0.0454;121.0;4079.0;Primary Transit;K2-148
K2-148 c;;6.9226;2018;0.154;0.0616;121.0;4079.0;Primary Transit;K2-148
K2-148 d;;9.7579;2018;0.146;0.0774;121.0;4079.0;Primary Transit;K2-148
K2-149 b;;11.332;2018;0.146;0.083;118.0;3745.0;Primary Transit;K2-149
K2-15 b;;11.8104;2015;0.221;0.091;501.03;5131.0;Primary Transit;K2-15
K2-150 b;;10.59357;2018;0.178;0.0727;110.0;3499.0;Primary Transit;K2-150
K2-151 b;;3.835476;2018;0.133;0.0373;69.61;3695.0;Primary Transit;K2-151
K2-152 b;;32.6479;2018;0.204;0.1716;108.7;4044.0;Primary Transit;K2-152
K2-153 b;;7.51574;2018;0.178;0.0614;143.6;3845.0;Primary Transit;K2-153
K2-154 b;;3.67626;2018;0.178;0.0405;129.8;4097.0;Primary Transit;K2-154
K2-154 c;;7.95486;2018;0.185;0.0677;129.8;4097.0;Primary Transit;K2-154
K2-155 b;0.0148;6.342;2018;0.161;0.0562;82.0;4258.0;Primary Transit;K2-155
K2-155 c;0.0205;13.85;2018;0.232;0.0946;82.0;4258.0;Primary Transit;K2-155
K2-155 d;0.0154;40.718;2018;0.17;0.1937;82.0;4258.0;Primary Transit;K2-155
K2-156 b;;0.81314;2018;0.103;0.0149;150.4;4597.0;Primary Transit;K2-156
K2-157 b;;0.365257;2018;0.094;;300.88;5456.0;Primary Transit;K2-157
